recording_id,cutter_id,to_lane,to_lane_inferred,t0_frame,risk_thw,decision_lat_v_abs_max,decision_speed_delta_median_candidate,decision_candidate_ratio,decision_frames,decision_frames_with_cutter,candidate_frames_with_candidate,candidate_id_mode,candidate_mode_ratio,candidate_id_last,oracle_follower_id,match_mode,match_last,match_ratio
02,134,2,2,2702,False,0.77,-5.174842150010948,1.0,50,50,50,137,1.0,137,137,True,True,1.0
02,145,2,2,3010,False,1.0,-4.383906755663677,0.18,50,50,9,148,1.0,148,148,True,True,1.0
02,155,2,2,3370,False,0.73,1.3572210169719945,0.6,50,50,30,162,1.0,162,162,True,True,1.0
02,165,1,1,3605,False,0.73,9.009143536007961,1.0,50,50,50,166,1.0,166,166,True,True,1.0
02,181,1,1,3963,False,0.7,-8.972073468159074,0.94,50,50,47,190,1.0,190,190,True,True,1.0
02,187,1,1,3997,False,1.03,9.94965435727897,1.0,50,50,50,185,1.0,185,185,True,True,1.0
02,246,1,1,5518,False,0.97,10.460115541973753,1.0,50,50,50,245,1.0,245,245,True,True,1.0
02,249,2,2,5611,False,0.86,16.659353079360244,1.0,50,50,50,247,1.0,247,247,True,True,1.0
02,250,2,2,5724,False,0.86,17.32109576067159,1.0,50,50,50,247,1.0,247,247,True,True,1.0
02,279,1,1,6433,False,1.15,8.976761864894762,1.0,50,50,50,278,1.0,278,278,True,True,1.0
02,282,2,2,6384,False,0.6,9.478714266548607,0.72,50,50,36,284,1.0,284,284,True,True,1.0
02,290,2,2,6683,False,0.84,-9.15063956104086,1.0,50,50,50,292,1.0,292,292,True,True,1.0
02,294,2,2,6840,False,1.19,0.5457469893750364,1.0,50,50,50,299,1.0,299,299,True,True,1.0
02,296,1,1,6777,True,0.93,6.497187316629903,1.0,50,50,50,297,1.0,297,297,True,True,1.0
02,300,2,2,6956,True,1.07,9.07463966562506,1.0,50,50,50,298,1.0,298,298,True,True,1.0
02,303,2,2,7025,False,0.59,10.813159971897505,1.0,50,50,50,304,1.0,304,304,True,True,1.0
02,325,1,1,7537,False,1.28,11.004388726312657,1.0,50,50,50,322,1.0,322,322,True,True,1.0
02,328,2,2,7522,True,0.72,-3.2637723589292733,0.82,50,50,41,330,1.0,330,330,True,True,1.0
02,333,2,2,7657,False,0.72,-3.6577867276304588,1.0,50,50,50,334,1.0,334,334,True,True,1.0
02,356,2,2,8377,False,1.14,12.426862711805168,0.9,50,50,45,359,1.0,359,359,True,True,1.0
02,361,2,2,8620,False,1.01,11.671479536896358,1.0,50,50,50,359,1.0,359,359,True,True,1.0
02,394,2,2,9072,False,0.98,0.0,0.0,50,50,0,0,0.0,0,399,False,False,0.0
02,466,1,1,10963,False,0.77,5.589154918391065,1.0,50,50,50,465,1.0,465,465,True,True,1.0
02,526,1,1,11843,False,0.57,7.055463244490248,1.0,50,50,50,525,1.0,525,525,True,True,1.0
02,533,2,2,11924,False,1.11,9.145472907367116,1.0,50,50,50,534,1.0,534,534,True,True,1.0
02,536,2,2,12042,False,0.91,-5.171712486282402,1.0,50,50,50,541,1.0,541,541,True,True,1.0
02,537,2,2,12113,False,0.77,7.999232693202931,1.0,50,50,50,534,1.0,534,534,True,True,1.0
02,540,2,2,12219,False,0.85,-8.60855838524412,1.0,50,50,50,547,1.0,547,547,True,True,1.0
02,567,1,1,12632,False,0.79,9.539326739694832,1.0,50,50,50,565,1.0,565,565,True,True,1.0
02,569,1,1,12750,False,0.81,9.579601654964367,1.0,50,50,50,565,1.0,565,565,True,True,1.0
02,600,2,2,13131,False,0.73,-9.571545966723832,0.62,50,50,31,605,1.0,605,605,True,True,1.0
02,608,2,2,13176,False,1.11,0.0,0.0,50,50,0,0,0.0,0,610,False,False,0.0
02,616,1,1,13589,True,1.04,6.2597206572536255,1.0,50,50,50,615,1.0,615,615,True,True,1.0
02,641,1,1,14244,False,0.78,-5.390794166736168,0.36,50,50,18,645,1.0,645,645,True,True,1.0
02,644,2,2,14369,False,1.07,2.7169443321624325,0.16,50,50,8,648,1.0,648,648,True,True,1.0
02,648,1,1,14502,False,0.85,6.3960047775032685,1.0,50,50,50,649,1.0,649,649,True,True,1.0
02,651,1,1,14574,True,1.0,6.528630080081937,1.0,50,50,50,649,1.0,649,649,True,True,1.0
02,665,2,2,14877,False,0.82,6.336034824895277,1.0,50,50,50,666,1.0,666,666,True,True,1.0
02,695,2,2,15552,False,1.03,13.631965268910871,1.0,50,50,50,694,1.0,694,694,True,True,1.0
02,701,2,2,15813,False,0.4,-2.7025407061581443,1.0,50,50,50,705,1.0,705,705,True,True,1.0
02,702,1,1,15689,True,0.64,-1.9246094115118524,0.4358974358974359,50,39,17,703,1.0,703,703,True,True,1.0
02,704,1,1,15792,True,1.01,0.2214771243196232,1.0,50,50,50,706,1.0,706,706,True,True,1.0
02,720,2,2,16271,False,1.29,0.4478926108175596,1.0,50,50,50,729,0.84,729,729,True,True,0.84
02,725,1,1,16229,True,1.0,4.003403983360625,1.0,50,50,50,726,1.0,726,726,True,True,1.0
02,745,1,1,16611,False,0.9,0.5637014243938463,1.0,50,50,50,748,1.0,748,748,True,True,1.0
02,760,2,2,16853,False,1.0,8.010374582889446,1.0,50,50,50,764,1.0,764,764,True,True,1.0
02,763,2,2,16946,False,0.75,7.602385866517935,1.0,50,50,50,764,1.0,764,764,True,True,1.0
02,767,2,2,17111,False,0.88,8.1529185482542,1.0,50,50,50,764,1.0,764,764,True,True,1.0
02,802,2,2,17978,False,1.1,0.0,0.0,50,50,0,0,0.0,0,809,False,False,0.0
02,811,1,1,18139,False,0.97,0.15510290516257186,1.0,50,50,50,812,1.0,812,812,True,True,1.0
02,816,1,1,18463,False,0.89,-3.4954031700226693,1.0,50,50,50,820,1.0,820,820,True,True,1.0
02,832,1,1,18650,False,0.69,-4.594015601744427,1.0,50,50,50,833,1.0,833,833,True,True,1.0
02,842,2,2,18848,False,0.84,11.6599293362069,0.48,50,50,24,844,1.0,844,844,True,True,1.0
02,846,2,2,19021,False,1.19,9.912190875579181,1.0,50,50,50,844,1.0,844,844,True,True,1.0
02,871,2,2,19471,False,1.07,-1.8993447703531068,0.78,50,50,39,874,1.0,874,874,True,True,1.0
02,881,1,1,19936,True,0.82,4.456281984086015,1.0,50,50,50,880,1.0,880,880,True,True,1.0
02,886,2,2,19900,False,1.18,11.163668244112998,1.0,50,50,50,887,1.0,887,887,True,True,1.0
02,888,1,1,20108,False,1.13,-10.334914030186972,1.0,50,50,50,890,1.0,890,890,True,True,1.0
02,896,2,2,20323,False,0.94,-0.925621515203364,1.0,50,50,50,899,1.0,899,899,True,True,1.0
02,902,1,1,20507,True,0.9,6.72493361210968,1.0,50,50,50,900,1.0,900,900,True,True,1.0
02,913,2,2,20568,False,1.25,12.942240723293633,1.0,50,50,50,911,1.0,911,911,True,True,1.0
02,925,2,2,20852,False,1.46,11.295685493441933,1.0,50,50,50,923,1.0,923,923,True,True,1.0
02,925,1,1,20972,False,1.1,2.294793999623419,1.0,50,50,50,929,1.0,929,929,True,True,1.0
02,935,1,1,21192,False,0.91,2.819301786972648,0.58,50,50,29,943,1.0,943,943,True,True,1.0
02,946,1,1,21340,False,0.99,0.0,0.0,50,50,0,0,0.0,0,952,False,False,0.0
02,963,1,1,21827,True,1.05,5.257303608249664,0.62,50,50,31,964,1.0,964,964,True,True,1.0
02,965,1,1,21987,True,0.92,5.333381723282116,1.0,50,50,50,964,1.0,964,964,True,True,1.0
02,970,2,2,22168,False,0.72,-1.2547209373897452,1.0,50,50,50,975,1.0,975,975,True,True,1.0
02,975,1,1,22256,True,1.07,4.768139475291729,1.0,50,50,50,974,1.0,974,974,True,True,1.0
02,980,1,1,22382,False,1.2,13.797904232070326,1.0,50,50,50,979,1.0,979,979,True,True,1.0
02,986,2,2,22708,False,0.73,-9.46438382615273,1.0,50,50,50,997,1.0,997,997,True,True,1.0
02,995,2,2,22635,False,1.0,9.942360688396402,1.0,50,50,50,992,1.0,992,992,True,True,1.0
02,1036,2,2,23618,False,0.55,6.7633641012137975,1.0,50,50,50,1035,1.0,1035,1035,True,True,1.0
02,1044,2,2,23729,False,1.01,7.1384312344622565,1.0,50,50,50,1043,1.0,1043,1043,True,True,1.0
02,1052,2,2,23937,True,0.8,0.3261721525255581,1.0,50,50,50,1056,1.0,1056,1056,True,True,1.0
02,1056,1,1,24099,False,0.93,-6.020956767735013,1.0,50,50,50,1060,1.0,1060,1060,True,True,1.0
02,1099,1,1,24877,False,0.65,9.444674659445873,1.0,50,50,50,1100,1.0,1100,1100,True,True,1.0
